S-1	S-10	S-11	S-12	S-17	S-18	S-19	S-2	S-20	S-21	S-22	S-23	S-24	S-25	S-26	S-27	S-28	S-29	S-3	S-30	S-31	S-32	S-33	S-34	S-35	S-36	S-37	S-38	S-39	S-4	S-40	S-5	S-6	S-7	S-8	S-9	taxonomy
0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	3	0	30	0	0	7	0	3	0	0	0	0	2	1	0	1	0	9	7	0	Actinobacteriota
5	3	0	0	0	0	0	9	6	0	1	0	0	0	0	0	0	0	0	0	30	0	1	0	4	0	0	0	0	4	0	1	0	0	1	0	Desulfobacterota; Desulfobulbia; Desulfobulbales
3	0	0	0	0	0	0	0	1	0	1	9	0	0	4	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	30	0	0	2	Planctomycetota; Planctomycetes; Planctomycetales
0	1	0	0	0	0	0	0	2	0	0	0	30	8	0	0	0	0	0	0	1	0	0	0	1	20	0	0	0	0	0	0	0	0	0	0	Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae
1	0	21	30	0	0	2	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	SAR324 clade(Marine group B)
0	0	0	0	0	0	0	0	3	0	0	1	2	9	1	30	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	Proteobacteria; Gammaproteobacteria; Alteromonadales; Marinobacteraceae; Marinobacter
5	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	30	16	0	0	1	Proteobacteria; Gammaproteobacteriaitrosococcalesitrosococcaceae; AqS1
0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	21	2	0	0	0	0	0	30	0	0	0	0	0	0	0	1	0	Cyanobacteria
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	18	1	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhodomicrobiaceae; Rhodomicrobium
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	30	1	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	Proteobacteria; Gammaproteobacteria; Burkholderiales; Rhodocyclaceae
0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	2	1	3	1	0	0	4	0	0	8	0	0	1	30	0	0	0	1	0	Firmicutes; Bacilli; Bacillales
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	30	4	0	0	0	0	0	15	4	0	0	0	0	0	0	0	0	Proteobacteria; Gammaproteobacteria; Oceanospirillales; Pseudohongiellaceae; Pseudohongiella
1	1	0	0	0	0	9	0	0	0	30	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	1	3	0	0	Proteobacteria; Gammaproteobacteria; Oceanospirillalesitrincolaceae; Marinobacterium
0	0	0	0	4	0	0	0	1	30	2	0	0	0	0	0	1	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	Proteobacteria; Gammaproteobacteria
0	0	0	0	0	0	0	0	2	12	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	0	30	0	0	1	0	0	0	0	0	Proteobacteria; Alphaproteobacteria; Rhizobiales
0	2	0	0	0	0	1	0	0	0	0	1	0	30	0	5	1	0	0	0	0	0	1	0	8	3	0	0	0	0	0	0	2	0	0	0	Proteobacteria; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella
1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	10	0	30	0	Proteobacteria; Gammaproteobacteria
0	1	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	1	0	4	0	0	30	0	Proteobacteria; Alphaproteobacteria
1	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	2	0	2	0	30	2	0	0	0	0	7	0	0	0	0	0	0	1	0	0	Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae
0	0	0	0	0	0	6	0	0	0	30	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	11	0	0	Proteobacteria; Gammaproteobacteria
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	4	0	0	0	2	0	0	1	30	0	0	1	0	0	0	1	0	Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; UTBCD1
0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	30	0	0	0	0	0	0	0	0	0	0	6	0	Gemmatimonadota; PAUC43f marine benthic group
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5	1	1	0	0	0	0	0	30	0	1	0	0	0	0	0	0	Actinobacteriota; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Actinomycetospora
0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	12	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	Actinobacteriota; Thermoleophilia
14	0	6	30	2	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	8	0	0	9	0	0	0	0	16	0	Proteobacteria; Gammaproteobacteria; Ectothiorhodospirales; Ectothiorhodospiraceae; Halofilum
0	0	0	0	2	0	30	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	1	0	0	0	0	MBNT15
0	0	0	0	0	1	1	0	0	7	0	0	0	0	0	0	30	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	1	0	0	0	Proteobacteria; Gammaproteobacteria; Cellvibrionales
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	2	0	0	0	0	0	1	3	0	0	30	0	0	0	0	0	Chloroflexi; SHA-26
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	1	3	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	30	0	0	0	0	0	Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	30	0	0	0	0	0	0	0	0	Actinobacteriota; Actinobacteria
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	3	0	0	0	3	0	0	Proteobacteria; Gammaproteobacteriaitrosococcalesitrosococcaceae; AqS1
0	0	0	0	18	9	1	0	2	13	7	0	0	0	0	0	0	0	18	5	11	2	0	11	0	0	27	14	0	4	0	0	0	2	29	0	Proteobacteria; Alphaproteobacteria; Kiloniellales; Kiloniellaceae; Pelagibius
3	0	3	0	9	10	11	1	0	7	8	0	0	0	0	2	29	0	19	2	1	16	0	2	0	0	1	4	1	4	0	12	7	15	4	0	Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Alterococcus
21	1	0	0	0	0	8	2	0	0	2	29	0	0	23	6	4	0	0	0	0	1	22	1	1	0	0	0	1	21	0	5	16	3	2	4	Myxococcota; Polyangiaannocystalesannocystaceae
0	0	4	3	0	7	2	2	0	0	7	0	0	0	0	2	1	9	1	0	4	1	0	1	0	0	27	28	0	1	29	0	1	0	5	0	Firmicutes; Bacilli; Bacillales; Bacillaceae
4	0	0	0	0	0	29	0	3	0	2	0	0	0	0	1	10	0	0	0	1	6	0	0	0	0	0	0	22	12	3	17	16	25	0	0	Proteobacteria; Gammaproteobacteria; Oceanospirillalesitrincolaceae; Marinobacterium
1	25	0	0	0	0	0	1	21	0	0	14	8	9	13	1	0	2	0	0	0	0	3	0	1	3	0	0	1	3	0	0	8	0	0	29	Proteobacteria; Gammaproteobacteria; Cellvibrionales; Halieaceae; Halioglobus
0	1	24	17	1	5	0	0	2	4	0	1	4	0	1	0	0	0	29	0	2	8	0	6	0	0	0	0	0	5	0	0	0	6	26	0	Proteobacteria; Gammaproteobacteria; B2M28
4	21	0	0	0	0	0	9	29	0	0	5	17	10	3	3	0	1	2	0	7	0	3	0	14	5	0	0	1	0	1	3	0	0	0	5	Desulfobacterota; Desulfobacteria; Desulfobacterales; Desulfosarcinaceae; LCP-80
3	23	0	1	0	0	0	6	20	0	0	3	7	21	3	29	0	3	0	0	8	0	0	0	0	0	1	0	0	1	0	0	0	0	10	2	Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae
5	6	0	0	0	0	0	6	0	1	2	1	0	0	1	1	3	0	3	0	4	7	0	29	3	3	5	0	1	2	0	10	4	18	1	19	Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae
0	16	0	0	0	0	0	0	29	0	0	2	16	22	3	11	0	0	1	0	0	0	3	0	8	13	0	0	0	0	0	0	0	0	0	1	Proteobacteria; Alphaproteobacteria; Kiloniellales; Kiloniellaceae; Limibacillus
0	0	9	0	28	0	0	0	0	2	0	0	0	0	0	0	0	0	19	0	0	4	0	29	0	0	0	0	0	1	1	0	0	2	23	0	Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae
0	0	0	0	0	0	25	0	0	0	13	0	0	0	0	3	11	1	0	0	0	2	0	0	0	0	0	0	1	18	0	2	3	29	13	0	Acidobacteriota; Thermoanaerobaculia; Thermoanaerobaculales; Thermoanaerobaculaceae; Subgroup 10
0	0	0	0	7	0	0	0	0	3	5	0	0	0	0	0	0	0	18	0	14	6	0	1	0	0	19	0	0	2	0	0	0	14	29	0	Proteobacteria; Gammaproteobacteriaitrosococcalesitrosococcaceae; Cm1-21
0	0	0	0	9	2	2	0	1	16	0	0	0	0	0	0	0	0	18	0	0	7	0	29	0	0	0	3	0	1	0	0	0	11	18	0	NB1-j
0	2	0	0	0	0	0	0	29	0	0	23	16	8	10	5	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	1	11	Desulfobacterota; Desulfobacteria; Desulfobacterales; Desulfosarcinaceae
0	0	4	0	9	0	2	0	1	29	2	0	0	0	0	0	0	0	20	0	0	13	0	1	0	0	0	0	0	7	0	0	0	16	7	0	Proteobacteria; Gammaproteobacteria
0	0	18	1	11	10	0	0	1	28	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria; Gammaproteobacteria; Oceanospirillales; Marinomonadaceae; Marinomonas
0	0	0	0	13	5	0	0	5	29	0	0	0	0	0	0	0	0	16	0	0	10	0	0	0	0	0	1	0	9	0	0	0	23	1	0	Bacteroidota; Bacteroidia; Chitinophagales; Saprospiraceae; Portibacter
0	16	0	0	0	0	0	0	29	0	0	2	3	9	9	16	0	1	1	0	1	0	8	0	6	1	0	0	0	0	0	0	10	0	0	0	Proteobacteria; Alphaproteobacteria; Kiloniellales
29	0	0	0	0	1	0	11	0	0	1	13	3	0	4	0	1	0	0	0	0	3	6	0	0	1	0	0	6	11	0	2	5	2	0	6	Chloroflexi; KD4-96
1	16	0	0	0	0	0	1	29	0	0	9	2	9	7	10	0	3	3	0	0	0	3	0	2	4	0	0	0	3	0	0	0	0	0	6	Proteobacteria; Gammaproteobacteria; Cellvibrionales; Halieaceae; Pseudohaliea
1	0	0	0	8	1	4	0	0	1	2	0	0	0	0	0	12	0	13	0	0	5	0	2	0	0	0	0	0	8	0	5	1	29	7	0	Bacteroidota; Bacteroidia; Cytophagales; Cyclobacteriaceae; Fulvivirga
2	0	0	0	0	0	25	0	1	0	15	0	0	0	0	1	13	0	0	0	1	0	0	0	0	0	0	0	1	1	0	29	3	4	0	0	Proteobacteria; Alphaproteobacteria
0	0	0	0	0	0	21	0	0	0	9	0	0	0	0	3	12	0	0	0	0	2	0	0	0	0	0	0	7	3	0	29	3	7	0	0	Acidobacteriota; Vicinamibacteria; Subgroup 9
0	0	0	0	2	3	29	0	0	0	8	1	0	0	0	8	9	1	0	0	1	1	0	0	0	0	0	0	3	2	0	18	7	2	0	0	Proteobacteria; Alphaproteobacteria
0	0	2	11	0	4	0	1	0	1	1	0	0	0	0	0	0	29	0	2	28	0	0	0	0	0	8	4	0	0	0	0	0	0	0	0	Proteobacteria; Gammaproteobacteria
0	0	0	0	2	2	9	0	2	10	3	0	0	0	0	0	5	0	4	0	0	3	0	1	0	0	0	0	0	1	0	0	0	19	29	0	Acidobacteriota; Subgroup 26
4	1	0	0	0	0	0	0	0	0	2	12	0	0	29	3	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	8	22	0	1	2	Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae
0	0	0	0	0	0	0	0	1	6	1	0	0	0	0	0	0	0	29	0	10	0	0	4	0	0	9	22	0	0	0	0	0	0	5	0	Proteobacteria; Gammaproteobacteria
0	0	0	0	0	0	6	0	1	0	2	2	0	0	0	8	3	0	0	0	0	0	2	0	1	0	0	0	5	0	0	29	25	0	0	1	Proteobacteria; Alphaproteobacteria; Parvibaculales; PS1 clade
0	29	0	0	1	0	0	0	0	0	3	1	0	9	0	26	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	4	0	0	5	Proteobacteria; Gammaproteobacteria; Oceanospirillales; Saccharospirillaceae; Reinekea
2	0	0	0	9	5	0	0	1	0	29	1	0	0	2	9	0	0	0	0	2	0	0	0	0	0	0	0	3	12	0	0	4	0	1	1	Desulfobacterota; Desulfuromonadia
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	26	0	29	0	0	0	0	1	0	0	22	0	1	1	0	0	0	0	0	Proteobacteria; Alphaproteobacteria; Tistrellales; Geminicoccaceae; Geminicoccus
0	0	0	0	0	0	0	0	4	29	0	0	0	0	0	0	1	0	1	0	0	2	0	10	0	0	0	0	2	6	0	0	0	25	0	0	Proteobacteria; Alphaproteobacteria; Caulobacterales
0	0	0	0	0	0	0	0	0	0	2	29	1	0	9	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	1	0	19	Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiales Incertae Sedis; Bauldia
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	8	0	0	0	0	0	0	0	23	0	0	19	0	0	0	0	0	Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; UTCFX1
6	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	26	29	0	0	5	Proteobacteria; Gammaproteobacteriaitrosococcalesitrosococcaceae; AqS1
0	0	0	0	29	11	0	0	0	11	0	0	0	0	0	0	0	0	6	0	0	1	0	7	0	0	1	0	0	2	0	0	0	2	7	0	Proteobacteria; Gammaproteobacteria
3	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	29	0	4	1	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Caenispirillum
0	0	0	0	5	0	1	0	0	0	2	0	0	0	0	0	0	0	7	0	3	29	0	1	0	0	0	0	2	5	0	1	0	15	4	0	Proteobacteria; Alphaproteobacteria; Rhizobiales
5	0	0	0	0	0	0	0	0	0	0	10	0	0	3	2	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	7	29	0	0	6	Proteobacteria; Gammaproteobacteria; BD7-8
1	0	5	1	13	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	29	2	0	0	0	0	0	0	0	0	Proteobacteria; Gammaproteobacteria; Cellvibrionales
0	0	0	0	23	11	0	0	0	0	29	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Proteobacteria; Gammaproteobacteria
0	0	0	0	0	0	0	0	1	14	0	0	0	0	0	0	0	0	21	1	3	0	0	1	0	0	0	29	0	0	0	0	0	0	0	0	Proteobacteria; Alphaproteobacteria; Caulobacterales; Hyphomonadaceae; SWB02
0	0	0	0	0	1	11	0	0	4	0	0	0	0	0	1	1	0	1	3	0	0	4	0	0	0	0	7	29	0	0	1	1	2	0	2	Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiales Incertae Sedis; Bauldia
3	1	0	0	0	0	1	0	0	0	0	29	0	0	7	1	0	0	0	0	0	0	6	0	0	1	0	0	1	0	0	0	4	0	0	14	Planctomycetota; Planctomycetes; Planctomycetales
0	1	0	0	0	0	0	0	0	0	0	29	0	0	8	0	0	1	0	0	1	0	0	1	0	0	0	1	2	0	0	0	1	0	0	22	Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae
0	1	0	0	0	0	0	0	0	0	0	2	19	12	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	1	Proteobacteria; Gammaproteobacteria
0	0	0	0	0	0	0	0	9	0	0	1	29	15	3	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	3	Desulfobacterota; Desulfobacteria; Desulfatiglandales; Desulfatiglandaceae; Desulfatiglans
0	0	0	0	0	0	0	0	0	0	0	16	1	1	8	0	0	1	0	0	0	0	29	0	0	2	0	0	0	0	0	0	0	0	0	6	Actinobacteriota; Acidimicrobiia; IMCC26256
0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	4	29	0	0	0	0	0	0	0	0	0	0	0	9	1	0	11	0	0	1	0	Myxococcota; Polyangia; Polyangiales; BIrii41
0	0	0	0	0	0	4	0	0	4	7	0	0	0	0	0	0	0	1	0	3	1	0	9	0	0	1	0	0	0	0	0	0	3	29	1	NB1-j
1	1	0	0	1	1	4	0	1	1	3	0	0	0	0	2	29	0	0	0	1	2	0	1	0	0	0	0	0	3	0	4	2	5	0	0	Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiales Incertae Sedis; Bauldia
0	0	0	0	0	0	1	0	0	1	17	0	0	1	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	5	0	0	0	29	0	0	Proteobacteria; Alphaproteobacteria
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	29	4	4	1	0	1	0	0	10	0	0	1	2	0	0	0	0	0	Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Wenxinia
2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	29	0	0	0	0	0	0	4	0	0	6	0	0	0	0	0	0	Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Palleronia-Pseudomaribius
0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	12	0	4	0	0	0	0	0	5	0	0	0	29	0	0	Proteobacteria; Alphaproteobacteria
0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	1	2	0	0	0	1	2	0	29	0	0	0	0	1	1	1	0	0	8	3	0	Bacteroidota; Bacteroidia
0	0	0	0	4	1	1	0	0	2	0	0	0	0	0	0	2	0	10	0	0	2	0	29	0	0	0	0	0	1	0	0	0	1	2	0	Proteobacteria; Alphaproteobacteria
0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	12	0	0	1	0	0	29	2	0	1	0	0	2	0	0	Firmicutes; Bacilli; Bacillales; Bacillaceae; Halobacillus
0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	13	0	0	0	29	0	0	0	0	0	0	1	0	Firmicutes; Bacilli; Bacillales; Bacillaceae
5	0	29	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	Acidobacteriota; Thermoanaerobaculia; Thermoanaerobaculales; Thermoanaerobaculaceae; Subgroup 10
10	0	0	1	3	16	6	9	0	13	16	14	5	2	4	5	3	1	7	3	8	14	16	16	3	1	26	18	29	6	1	14	8	21	5	7	Proteobacteria; Alphaproteobacteria; Rhizobiales; Methyloligellaceae; Methyloceanibacter
0	0	0	0	29	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	9	0	0	Bacteroidota; Bacteroidia; Bacteroidales; Prolixibacteraceae; Mangrovibacterium
0	0	0	0	0	0	3	0	0	0	29	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	3	0	0	2	7	2	0	Bacteroidota; Bacteroidia; Chitinophagales; Saprospiraceae
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	7	10	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	Proteobacteria; Gammaproteobacteria; Burkholderiales; TRA3-20
0	0	0	0	0	0	0	29	0	0	0	4	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	Myxococcota; Polyangia; MidBa8
0	0	15	29	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Desulfobacterota; Desulfobacteria; Desulfobacterales; Desulfosarcinaceae
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteroidota; Bacteroidia; Flavobacteriales; Cryomorphaceae; Vicingus
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	29	2	1	0	0	0	0	0	0	1	0	2	0	9	0	0	0	0	0	Firmicutes; Bacilli; Bacillales; Bacillaceae
0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	1	6	0	3	0	0	0	0	0	0	0	0	0	1	29	0	NB1-j
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	6	0	5	0	0	0	29	0	0	0	0	0	0	0	Firmicutes; Bacilli; Bacillales; Bacillaceae
0	0	29	4	1	2	0	0	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	11	2	0	0	0	1	0	0	0	29	0	0	0	0	0	0	0	0	Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Aurantisolimonas
1	0	1	1	4	13	0	3	0	0	25	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	0	16	0	0	0	16	29	0	Gemmatimonadota; PAUC43f marine benthic group
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	2	0	29	0	1	0	0	2	2	1	0	0	0	0	0	0	1	0	Firmicutes; Bacilli; Alicyclobacillales; Alicyclobacillaceae; Tumebacillus
0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	5	0	0	29	0	0	0	0	0	Entotheonellaeota; Entotheonellia; Entotheonellales; Entotheonellaceae; Candidatus Entotheonella
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3	0	0	29	0	0	0	0	0	Gemmatimonadota; S0134 terrestrial group
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	29	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Bacteroidota; Bacteroidia; Flavobacteriales; Cryomorphaceae; Owenweeksia
7	1	0	0	0	0	8	0	2	24	10	10	4	0	3	5	10	2	5	0	0	6	15	10	2	2	0	0	15	8	1	25	19	29	0	6	Proteobacteria; Alphaproteobacteria
19	0	0	0	28	4	2	5	0	0	29	0	0	0	0	1	3	0	1	0	1	0	0	0	1	0	0	0	1	13	0	5	10	3	0	1	Desulfobacterota; Desulfuromonadia; Geopsychrobacteraceae
7	28	0	0	3	1	2	4	19	0	6	19	14	12	7	4	4	2	3	0	1	0	4	0	11	14	0	0	6	1	0	1	5	2	0	7	Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae
7	2	6	4	0	2	10	3	3	1	16	0	6	4	0	7	12	1	0	0	5	4	0	4	7	7	0	0	8	7	0	28	23	11	0	0	Chloroflexi; KD4-96
3	26	0	0	0	0	0	1	17	0	1	5	12	14	5	2	0	0	4	0	1	0	7	0	28	10	1	0	0	0	0	2	4	0	0	10	Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidetes BD2-2
3	1	0	0	0	4	6	0	0	0	6	17	0	0	4	5	0	0	0	0	0	2	28	0	0	0	0	0	16	0	1	17	25	3	0	9	Proteobacteria; Gammaproteobacteria; KI89A clade
28	0	19	14	0	4	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	Bacteroidota; Rhodothermia; Balneolales; Balneolaceae
1	18	0	0	0	0	0	0	12	0	0	5	8	28	10	24	0	2	1	0	1	0	5	0	11	8	0	0	0	0	0	1	3	0	0	3	Proteobacteria; Gammaproteobacteria
1	0	0	0	14	2	0	0	1	6	20	0	0	0	0	0	0	0	19	0	2	10	0	0	0	0	2	0	0	17	0	0	0	28	4	0	Proteobacteria; Alphaproteobacteria
1	14	0	0	0	0	0	0	28	0	0	12	24	5	11	13	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	7	10	0	0	7	Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae
0	4	0	0	0	0	1	0	8	0	0	23	5	7	10	5	1	2	0	0	1	0	28	0	6	7	0	0	5	0	0	2	5	0	0	16	Proteobacteria; Alphaproteobacteria; Rhizobiales; Methyloligellaceae; Methyloceanibacter
11	0	0	0	2	0	21	0	0	0	28	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	22	2	0	12	13	3	0	0	Proteobacteria; Gammaproteobacteria; B2M28
7	3	0	0	0	0	5	3	4	0	1	28	7	0	13	2	0	2	0	0	0	0	10	0	0	1	1	0	3	3	0	2	1	0	0	21	Desulfobacterota; Desulfobacteria; Desulfobacterales; Desulfosarcinaceae; Sva0081 sediment group
1	0	20	0	7	0	5	0	0	1	1	0	0	0	0	1	5	0	7	0	2	12	0	28	0	0	3	0	0	3	0	3	0	4	9	0	Actinobacteriota; Acidimicrobiia; Microtrichales; Ilumatobacteraceae; Ilumatobacter
17	0	11	28	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0	1	0	Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae
0	0	0	0	11	0	0	0	1	28	0	0	0	0	0	0	0	0	7	6	5	1	0	4	0	0	9	12	0	0	0	0	0	0	26	0	Proteobacteria; Gammaproteobacteria
1	4	0	0	0	0	0	0	2	11	1	3	2	0	0	0	1	1	4	0	0	18	2	7	1	0	0	0	1	17	0	0	0	28	0	3	Proteobacteria; Gammaproteobacteria; Tenderiales; Tenderiaceae; Candidatus Tenderia
1	14	0	0	1	0	0	1	25	1	3	4	4	12	1	28	0	1	1	0	1	1	1	2	0	0	0	0	0	1	0	0	0	4	0	1	Bacteroidota; Rhodothermia; Balneolales; Balneolaceae; Rhodohalobacter
0	9	0	0	0	0	0	0	28	0	0	2	15	18	6	0	0	0	4	0	0	0	2	0	5	12	0	0	0	0	0	0	0	0	0	2	Desulfobacterota; Desulfobacteria; Desulfobacterales; Desulfosarcinaceae; Sva0081 sediment group
1	28	0	1	0	0	1	0	9	0	0	2	0	0	1	4	0	2	3	0	0	0	2	0	12	10	0	0	0	0	0	3	6	0	2	15	Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Jannaschia
